from_id,to_id,travel_time
69,HadiAbad Cultural Center,33
69,Navab Safavi Cultural center & Library,17
69,Rose Cultural center,37
69,Mohamadieh Cultural center & Library,28
69,Specialized Family Cultural Center (Montazeri),35
70,Bano Cultural Center,32
70,Pardis Cultural Center,46
70,HadiAbad Cultural Center,42
70,Navab Safavi Cultural center & Library,37
70,Rose Cultural center,45
70,Mohamadieh Cultural center & Library,37
70,Specialized Family Cultural Center (Montazeri),48
71,Bano Cultural Center,29
71,Pardis Cultural Center,45
71,HadiAbad Cultural Center,39
71,Navab Safavi Cultural center & Library,35
71,Rose Cultural center,47
71,Mohamadieh Cultural center & Library,36
71,Specialized Family Cultural Center (Montazeri),47
72,Bano Cultural Center,26
72,Pardis Cultural Center,42
72,HadiAbad Cultural Center,37
72,Navab Safavi Cultural center & Library,32
72,Rose Cultural center,45
72,Mohamadieh Cultural center & Library,33
72,Specialized Family Cultural Center (Montazeri),43
73,Bano Cultural Center,28
73,Pardis Cultural Center,48
73,HadiAbad Cultural Center,26
73,Navab Safavi Cultural center & Library,7
73,Rose Cultural center,41
73,Mohamadieh Cultural center & Library,35
73,Specialized Family Cultural Center (Montazeri),36
74,Bano Cultural Center,25
74,Pardis Cultural Center,47
74,HadiAbad Cultural Center,33
74,Navab Safavi Cultural center & Library,15
74,Rose Cultural center,52
74,Mohamadieh Cultural center & Library,41
74,Specialized Family Cultural Center (Montazeri),35
75,Bano Cultural Center,21
75,Pardis Cultural Center,34
75,HadiAbad Cultural Center,37
75,Navab Safavi Cultural center & Library,30
75,Rose Cultural center,38
75,Mohamadieh Cultural center & Library,33
75,Specialized Family Cultural Center (Montazeri),47
76,Bano Cultural Center,27
76,Pardis Cultural Center,49
76,HadiAbad Cultural Center,27
76,Navab Safavi Cultural center & Library,14
76,Rose Cultural center,53
76,Mohamadieh Cultural center & Library,43
76,Specialized Family Cultural Center (Montazeri),38
77,Bano Cultural Center,23
77,Pardis Cultural Center,37
77,HadiAbad Cultural Center,35
77,Navab Safavi Cultural center & Library,29
77,Rose Cultural center,45
77,Mohamadieh Cultural center & Library,32
77,Specialized Family Cultural Center (Montazeri),43
78,Bano Cultural Center,24
78,Pardis Cultural Center,38
78,HadiAbad Cultural Center,28
78,Navab Safavi Cultural center & Library,20
78,Rose Cultural center,44
78,Mohamadieh Cultural center & Library,32
78,Specialized Family Cultural Center (Montazeri),41
79,Bano Cultural Center,26
79,Pardis Cultural Center,43
79,HadiAbad Cultural Center,22
79,Navab Safavi Cultural center & Library,13
79,Rose Cultural center,50
79,Mohamadieh Cultural center & Library,39
79,Specialized Family Cultural Center (Montazeri),41
80,Bano Cultural Center,29
80,Pardis Cultural Center,51
80,HadiAbad Cultural Center,24
80,Navab Safavi Cultural center & Library,7
80,Rose Cultural center,50
80,Mohamadieh Cultural center & Library,42
80,Specialized Family Cultural Center (Montazeri),39
81,Bano Cultural Center,25
81,Pardis Cultural Center,38
81,HadiAbad Cultural Center,42
81,Navab Safavi Cultural center & Library,33
81,Rose Cultural center,44
81,Mohamadieh Cultural center & Library,40
81,Specialized Family Cultural Center (Montazeri),51
82,Bano Cultural Center,22
82,Pardis Cultural Center,36
82,HadiAbad Cultural Center,37
82,Navab Safavi Cultural center & Library,30
82,Rose Cultural center,46
82,Mohamadieh Cultural center & Library,39
82,Specialized Family Cultural Center (Montazeri),48
83,Bano Cultural Center,17
83,Pardis Cultural Center,33
83,HadiAbad Cultural Center,30
83,Navab Safavi Cultural center & Library,29
83,Rose Cultural center,44
83,Mohamadieh Cultural center & Library,35
83,Specialized Family Cultural Center (Montazeri),44
84,Bano Cultural Center,25
84,Pardis Cultural Center,38
84,HadiAbad Cultural Center,45
84,Navab Safavi Cultural center & Library,34
84,Rose Cultural center,48
84,Mohamadieh Cultural center & Library,44
84,Specialized Family Cultural Center (Montazeri),54
85,Bano Cultural Center,16
85,Pardis Cultural Center,33
85,HadiAbad Cultural Center,21
85,Navab Safavi Cultural center & Library,28
85,Rose Cultural center,47
85,Mohamadieh Cultural center & Library,39
